ds,CO2_emission
2029-06-01,440.7225941226389
2029-07-01,440.94395429236243
2029-08-01,441.17269313441005
2029-09-01,441.4014319764577
2029-10-01,441.6227921461812
2029-11-01,441.85153098822883
2029-12-01,442.07289115795237
2030-01-01,442.30163
2030-02-01,442.54080900602406
2030-03-01,442.7568416566265
2030-04-01,442.9960206626506
2030-05-01,443.2274842168675
2030-06-01,443.46666322289155
2030-07-01,443.6981267771084
2030-08-01,443.9373057831325
2030-09-01,444.17648478915663
2030-10-01,444.4079483433735
2030-11-01,444.6471273493976
2030-12-01,444.87859090361445
2031-01-01,445.1177699096385
2031-02-01,445.35694891566266
2031-03-01,445.57298156626507
2031-04-01,445.81216057228914
2031-05-01,446.043624126506
2031-06-01,446.2828031325301
2031-07-01,446.51426668674696
2031-08-01,446.7534456927711
2031-09-01,446.99262469879517
2031-10-01,447.22408825301204
2031-11-01,447.4632672590361
2031-12-01,447.694730813253
2032-01-01,447.9339098192771
2032-02-01,448.1730888253012
2032-03-01,448.3968369277108
2032-04-01,448.63601593373494
2032-05-01,448.8674794879518
2032-06-01,449.1066584939759
2032-07-01,449.33812204819276
2032-08-01,449.57730105421683
2032-09-01,449.81648006024096
2032-10-01,450.04794361445784
2032-11-01,450.2871226204819
2032-12-01,450.5185861746988
2033-01-01,450.75776518072286
2033-02-01,450.996944186747
2033-03-01,451.2129768373494
2033-04-01,451.4521558433735
2033-05-01,451.68361939759035
2033-06-01,451.9227984036144
2033-07-01,452.1542619578313
2033-08-01,452.3934409638554
2033-09-01,452.6326199698795
2033-10-01,452.8640835240964
2033-11-01,453.10326253012045
2033-12-01,453.3347260843373
2034-01-01,453.57390509036145
2034-02-01,453.8130840963855
2034-03-01,454.02911674698794
2034-04-01,454.268295753012
2034-05-01,454.4997593072289
2034-06-01,454.738938313253
2034-07-01,454.9704018674699
2034-08-01,455.20958087349396
2034-09-01,455.44875987951804
2034-10-01,455.6802234337349
2034-11-01,455.91940243975904
2034-12-01,456.1508659939759
2035-01-01,456.390045
2035-02-01,456.62922400602406
2035-03-01,456.8452566566265
2035-04-01,457.0844356626506
2035-05-01,457.3158992168675
2035-06-01,457.55507822289155
2035-07-01,457.7865417771084
2035-08-01,458.0257207831325
2035-09-01,458.26489978915663
2035-10-01,458.4963633433735
2035-11-01,458.7355423493976
2035-12-01,458.96700590361445
2036-01-01,459.2061849096385
2036-02-01,459.44536391566265
2036-03-01,459.66911201807227
2036-04-01,459.9082910240964
2036-05-01,460.1397545783132
2036-06-01,460.37893358433735
2036-07-01,460.6103971385542
2036-08-01,460.8495761445783
2036-09-01,461.0887551506024
2036-10-01,461.32021870481924
2036-11-01,461.55939771084337
2036-12-01,461.79086126506024
2037-01-01,462.0300402710843
2037-02-01,462.26921927710845
2037-03-01,462.4852519277108
2037-04-01,462.72443093373494
2037-05-01,462.9558944879518
2037-06-01,463.1950734939759
2037-07-01,463.42653704819276
2037-08-01,463.66571605421683
2037-09-01,463.90489506024096
2037-10-01,464.13635861445783
2037-11-01,464.3755376204819
2037-12-01,464.6070011746988
2038-01-01,464.84618018072285
2038-02-01,465.085359186747
2038-03-01,465.3013918373494
2038-04-01,465.5405708433735
2038-05-01,465.77203439759035
2038-06-01,466.0112134036144
2038-07-01,466.2426769578313
2038-08-01,466.4818559638554
2038-09-01,466.7210349698795
2038-10-01,466.95249852409637
2038-11-01,467.19167753012044
2038-12-01,467.4231410843373
2039-01-01,467.66232009036145
2039-02-01,467.9014990963855
2039-03-01,468.11753174698794
2039-04-01,468.356710753012
2039-05-01,468.5881743072289
2039-06-01,468.827353313253
2039-07-01,469.0588168674699
2039-08-01,469.29799587349396
2039-09-01,469.53717487951803
2039-10-01,469.7686384337349
2039-11-01,470.00781743975904
2039-12-01,470.2392809939759
2040-01-01,470.47846
2040-02-01,470.71348777716946
2040-03-01,470.93335247194085
2040-04-01,471.1683802491103
2040-05-01,471.39582648508076
2040-06-01,471.6308542622502
2040-07-01,471.8583004982206
2040-08-01,472.0933282753901
2040-09-01,472.3283560525595
2040-10-01,472.55580228852995
2040-11-01,472.7908300656994
2040-12-01,473.01827630166986
2041-01-01,473.2533040788393
2041-02-01,473.48833185600876
2041-03-01,473.70061500958116
2041-04-01,473.9356427867506
2041-05-01,474.16308902272107
2041-06-01,474.3981167998905
2041-07-01,474.6255630358609
2041-08-01,474.8605908130304
2041-09-01,475.0956185901998
2041-10-01,475.32306482617025
2041-11-01,475.55809260333973
2041-12-01,475.78553883931016
2042-01-01,476.0205666164796
2042-02-01,476.25559439364906
2042-03-01,476.46787754722146
2042-04-01,476.7029053243909
2042-05-01,476.9303515603613
2042-06-01,477.1653793375308
2042-07-01,477.3928255735012
2042-08-01,477.62785335067065
2042-09-01,477.8628811278401
2042-10-01,478.09032736381056
2042-11-01,478.32535514098
2042-12-01,478.55280137695047
2043-01-01,478.7878291541199
2043-02-01,479.02285693128937
2043-03-01,479.23514008486177
2043-04-01,479.4701678620312
2043-05-01,479.6976140980016
2043-06-01,479.9326418751711
2043-07-01,480.16008811114153
2043-08-01,480.39511588831095
2043-09-01,480.63014366548043
2043-10-01,480.85758990145086
2043-11-01,481.0926176786203
2043-12-01,481.3200639145907
2044-01-01,481.5550916917602
2044-02-01,481.7901194689296
2044-03-01,482.00998416370106
2044-04-01,482.24501194087054
2044-05-01,482.472458176841
2044-06-01,482.7074859540104
2044-07-01,482.9349321899808
2044-08-01,483.1699599671503
2044-09-01,483.4049877443197
2044-10-01,483.63243398029016
2044-11-01,483.86746175745964
2044-12-01,484.09490799343007
2045-01-01,484.3299357705995
2045-02-01,484.56496354776897
2045-03-01,484.77724670134137
2045-04-01,485.0122744785108
2045-05-01,485.2397207144812
2045-06-01,485.4747484916507
2045-07-01,485.70219472762113
2045-08-01,485.93722250479055
2045-09-01,486.17225028196003
2045-10-01,486.39969651793047
2045-11-01,486.63472429509994
2045-12-01,486.8621705310704
2046-01-01,487.0971983082398
2046-02-01,487.3322260854093
2046-03-01,487.5445092389817
2046-04-01,487.7795370161511
2046-05-01,488.00698325212153
2046-06-01,488.242011029291
2046-07-01,488.46945726526144
2046-08-01,488.70448504243086
2046-09-01,488.93951281960034
2046-10-01,489.16695905557077
2046-11-01,489.4019868327402
2046-12-01,489.6294330687106
2047-01-01,489.8644608458801
2047-02-01,490.0994886230495
2047-03-01,490.311771776622
2047-04-01,490.5467995537914
2047-05-01,490.77424578976184
2047-06-01,491.0092735669313
2047-07-01,491.23671980290175
2047-08-01,491.47174758007117
2047-09-01,491.70677535724064
2047-10-01,491.9342215932111
2047-11-01,492.1692493703805
2047-12-01,492.39669560635093
2048-01-01,492.6317233835204
2048-02-01,492.86675116068983
2048-03-01,493.0866158554613
2048-04-01,493.3216436326307
2048-05-01,493.54908986860113
2048-06-01,493.7841176457706
2048-07-01,494.01156388174104
2048-08-01,494.2465916589105
2048-09-01,494.48161943607994
2048-10-01,494.7090656720504
2048-11-01,494.94409344921985
2048-12-01,495.1715396851903
2049-01-01,495.4065674623597
2049-02-01,495.6415952395292
2049-03-01,495.8538783931016
2049-04-01,496.088906170271
2049-05-01,496.31635240624144
2049-06-01,496.5513801834109
2049-07-01,496.77882641938135
2049-08-01,497.01385419655077
2049-09-01,497.24888197372024
2049-10-01,497.4763282096907
2049-11-01,497.7113559868601
2049-12-01,497.9388022228306
2050-01-01,498.17383
2050-02-01,498.4013412239869
2050-03-01,498.6068352327492
2050-04-01,498.83434645673606
2050-05-01,499.05451860898137
2050-06-01,499.28202983296825
2050-07-01,499.5022019852136
2050-08-01,499.72971320920044
2050-09-01,499.9572244331873
2050-10-01,500.17739658543263
2050-11-01,500.4049078094195
2050-12-01,500.6250799616649
2051-01-01,500.8525911856517
2051-02-01,501.0801024096386
2051-03-01,501.28559641840087
2051-04-01,501.51310764238775
2051-05-01,501.73327979463306
2051-06-01,501.96079101861994
2051-07-01,502.1809631708653
2051-08-01,502.40847439485213
2051-09-01,502.635985618839
2051-10-01,502.8561577710843
2051-11-01,503.0836689950712
2051-12-01,503.3038411473166
2052-01-01,503.5313523713034
2052-02-01,503.7588635952903
2052-03-01,503.9716966757941
2052-04-01,504.19920789978096
2052-05-01,504.4193800520263
2052-06-01,504.64689127601315
2052-07-01,504.8670634282585
2052-08-01,505.09457465224534
2052-09-01,505.3220858762322
2052-10-01,505.5422580284776
2052-11-01,505.7697692524644
2052-12-01,505.9899414047098
2053-01-01,506.2174526286966
2053-02-01,506.4449638526835
2053-03-01,506.65045786144583
2053-04-01,506.87796908543265
2053-05-01,507.098141237678
2053-06-01,507.32565246166484
2053-07-01,507.5458246139102
2053-08-01,507.77333583789704
2053-09-01,508.0008470618839
2053-10-01,508.2210192141293
2053-11-01,508.4485304381161
2053-12-01,508.6687025903615
2054-01-01,508.8962138143483
2054-02-01,509.1237250383352
2054-03-01,509.3292190470975
2054-04-01,509.55673027108435
2054-05-01,509.7769024233297
2054-06-01,510.00441364731654
2054-07-01,510.2245857995619
2054-08-01,510.4520970235488
2054-09-01,510.6796082475356
2054-10-01,510.899780399781
2054-11-01,511.1272916237678
2054-12-01,511.34746377601317
2055-01-01,511.57497500000005
2055-02-01,511.8024862239869
2055-03-01,512.0079802327492
2055-04-01,512.2354914567361
2055-05-01,512.4556636089814
2055-06-01,512.6831748329682
2055-07-01,512.9033469852136
2055-08-01,513.1308582092005
2055-09-01,513.3583694331874
2055-10-01,513.5785415854326
2055-11-01,513.8060528094195
2055-12-01,514.0262249616649
2056-01-01,514.2537361856517
2056-02-01,514.4812474096386
2056-03-01,514.6940804901424
2056-04-01,514.9215917141292
2056-05-01,515.1417638663746
2056-06-01,515.3692750903615
2056-07-01,515.5894472426069
2056-08-01,515.8169584665936
2056-09-01,516.0444696905805
2056-10-01,516.2646418428259
2056-11-01,516.4921530668128
2056-12-01,516.7123252190581
2057-01-01,516.9398364430449
2057-02-01,517.1673476670318
2057-03-01,517.3728416757941
2057-04-01,517.600352899781
2057-05-01,517.8205250520264
2057-06-01,518.0480362760131
2057-07-01,518.2682084282585
2057-08-01,518.4957196522454
2057-09-01,518.7232308762323
2057-10-01,518.9434030284776
2057-11-01,519.1709142524644
2057-12-01,519.3910864047098
2058-01-01,519.6185976286966
2058-02-01,519.8461088526835
2058-03-01,520.0516028614459
2058-04-01,520.2791140854326
2058-05-01,520.499286237678
2058-06-01,520.7267974616649
2058-07-01,520.9469696139103
2058-08-01,521.174480837897
2058-09-01,521.4019920618839
2058-10-01,521.6221642141293
2058-11-01,521.8496754381162
2058-12-01,522.0698475903615
2059-01-01,522.2973588143483
2059-02-01,522.5248700383352
2059-03-01,522.7303640470975
2059-04-01,522.9578752710844
2059-05-01,523.1780474233298
2059-06-01,523.4055586473165
2059-07-01,523.6257307995619
2059-08-01,523.8532420235488
2059-09-01,524.0807532475357
2059-10-01,524.300925399781
2059-11-01,524.5284366237678
2059-12-01,524.7486087760132
2060-01-01,524.97612
2060-02-01,525.1955064823433
2060-03-01,525.4007389980839
2060-04-01,525.6201254804271
2060-05-01,525.832434979469
2060-06-01,526.0518214618122
2060-07-01,526.2641309608541
2060-08-01,526.4835174431975
2060-09-01,526.7029039255407
2060-10-01,526.9152134245826
2060-11-01,527.1345999069258
2060-12-01,527.3469094059677
2061-01-01,527.5662958883111
2061-02-01,527.7856823706543
2061-03-01,527.9838379030933
2061-04-01,528.2032243854367
2061-05-01,528.4155338844786
2061-06-01,528.6349203668218
2061-07-01,528.8472298658637
2061-08-01,529.0666163482069
2061-09-01,529.2860028305503
2061-10-01,529.4983123295922
2061-11-01,529.7176988119354
2061-12-01,529.9300083109773
2062-01-01,530.1493947933205
2062-02-01,530.3687812756639
2062-03-01,530.5669368081029
2062-04-01,530.7863232904463
2062-05-01,530.9986327894882
2062-06-01,531.2180192718314
2062-07-01,531.4303287708733
2062-08-01,531.6497152532165
2062-09-01,531.8691017355599
2062-10-01,532.0814112346018
2062-11-01,532.300797716945
2062-12-01,532.5131072159869
2063-01-01,532.7324936983301
2063-02-01,532.9518801806735
2063-03-01,533.1500357131125
2063-04-01,533.3694221954559
2063-05-01,533.5817316944978
2063-06-01,533.801118176841
2063-07-01,534.0134276758829
2063-08-01,534.2328141582261
2063-09-01,534.4522006405695
2063-10-01,534.6645101396114
2063-11-01,534.8838966219546
2063-12-01,535.0962061209965
2064-01-01,535.3155926033397
2064-02-01,535.5349790856831
2064-03-01,535.7402116014235
2064-04-01,535.9595980837668
2064-05-01,536.1719075828087
2064-06-01,536.391294065152
2064-07-01,536.6036035641938
2064-08-01,536.8229900465371
2064-09-01,537.0423765288804
2064-10-01,537.2546860279223
2064-11-01,537.4740725102656
2064-12-01,537.6863820093074
2065-01-01,537.9057684916507
2065-02-01,538.125154973994
2065-03-01,538.3233105064331
2065-04-01,538.5426969887764
2065-05-01,538.7550064878183
2065-06-01,538.9743929701615
2065-07-01,539.1867024692034
2065-08-01,539.4060889515467
2065-09-01,539.62547543389
2065-10-01,539.8377849329319
2065-11-01,540.0571714152751
2065-12-01,540.269480914317
2066-01-01,540.4888673966603
2066-02-01,540.7082538790036
2066-03-01,540.9064094114427
2066-04-01,541.125795893786
2066-05-01,541.3381053928279
2066-06-01,541.5574918751711
2066-07-01,541.769801374213
2066-08-01,541.9891878565563
2066-09-01,542.2085743388996
2066-10-01,542.4208838379415
2066-11-01,542.6402703202847
2066-12-01,542.8525798193266
2067-01-01,543.0719663016699
2067-02-01,543.2913527840132
2067-03-01,543.4895083164523
2067-04-01,543.7088947987955
2067-05-01,543.9212042978374
2067-06-01,544.1405907801807
2067-07-01,544.3529002792226
2067-08-01,544.5722867615659
2067-09-01,544.7916732439091
2067-10-01,545.003982742951
